soru,cevap
Millî Güvenlik Kurulunun gündemi nasıl belirlenir?,"Millî Güvenlik Kurulunun gündemi, Başbakan ve Genelkurmay Başkanının önerileri dikkate alınarak Cumhurbaşkanınca düzenlenir."
Cumhurbaşkanı katılamadığı zaman Millî Güvenlik Kurulu nasıl toplanır?,"Cumhurbaşkanı katılamadığı zaman Millî Güvenlik Kurulu, Başbakanın başkanlığında toplanır."
Millî Güvenlik Kurulu Genel Sekreterliğinin teşkilatı ve görevleri nasıl düzenlenir?,Millî Güvenlik Kurulu Genel Sekreterliğinin teşkilatı ve görevleri kanunla düzenlenir.
Millî Güvenlik Kurulu'nun başkanlığını kim yapar?,Millî Güvenlik Kurulu'nun başkanlığını Cumhurbaşkanı yapar.
Millî Güvenlik Kurulu'nun üyeleri kimlerden oluşur?,"Millî Güvenlik Kurulu, Cumhurbaşkanı, Başbakan, Genelkurmay Başkanı, Millî Savunma, İçişleri, Dışişleri Bakanları, Kara, Deniz ve Hava Kuvvetleri Komutanları ve Jandarma Genel Komutanından oluşur."
Millî Güvenlik Kurulu'nun görevleri nelerdir?,"Millî Güvenlik Kurulu, Devletin millî güvenlik siyasetinin tayini, tespiti ve uygulanması ile ilgili kararların alınması ve gerekli koordinasyonun sağlanması konusunda görüşlerini Bakanlar Kuruluna bildirir."
Millî Güvenlik Kurulu'nun gündemi nasıl belirlenir?,"Millî Güvenlik Kurulu'nun gündemi, Cumhurbaşkanınca düzenlenir ve Başbakan ile Genelkurmay Başkanının önerileri dikkate alınır."
Millî Güvenlik Kurulu'nun aldığı kararlar neden önemlidir?,"Millî Güvenlik Kurulu'nun aldığı kararlar, Devletin varlığı ve bağımsızlığı, ülkenin bütünlüğü ve bölünmezliği, toplumun huzur ve güvenliğinin korunması açısından önemlidir ve Bakanlar Kurulunca öncelikle dikkate alınır."
Millî Güvenlik Kurulu toplantılarına kimler başkanlık eder?,"Cumhurbaşkanı katılamadığı zamanlarda Millî Güvenlik Kurulu, Başbakanın başkanlığında toplanır."
Millî Güvenlik Kurulu Genel Sekreterliğinin teşkilatı ve görevleri nasıl düzenlenir?,Millî Güvenlik Kurulu Genel Sekreterliğinin teşkilatı ve görevleri kanunla düzenlenir.
Millî Güvenlik Kurulu üyeleri kimlerden oluşur?,"Millî Güvenlik Kurulunun Başkan ve üyeleri, maddenin birinci fıkrasında sayılanlardan ibaret olacaktır."
Millî Güvenlik Kurulu toplantılarına kimler çağrılabilir?,Gündemin özelliğine göre Kurul toplantılarına ilgili bakanlar veya diğer kişiler de çağrılıp görüşleri alınabilecektir.
Cumhurbaşkanı katılamadığında Millî Güvenlik Kurulu nasıl toplanır?,"Cumhurbaşkanı katılamadığı zamanlar Millî Güvenlik Kurulu, Başbakanın başkanlığında toplanır."
Millî Güvenlik Kurulu kimlerden oluşur?,"Millî Güvenlik Kurulu; Cumhurbaşkanının başkanlığında Başbakan, Genelkurmay Başkanı, Başbakan yardımcıları, Adalet, Millî Savunma, İçişleri, Dışişleri Bakanları, Kara, Deniz ve Hava Kuvvetleri Komutanları ve Jandarma Genel Komutanından kurulur."
Millî Güvenlik Kurulunun toplantılarına kimler katılabilir?,Gündemin özelliğine göre Kurul toplantılarına ilgili bakan ve kişiler çağrılıp görüşleri alınabilir.
Millî Güvenlik Kurulu hangi konularda Bakanlar Kuruluna görüş bildirir?,"Millî Güvenlik Kurulu, Devletin millî güvenlik siyasetinin tayini, tespiti ve uygulanması ile ilgili alınan tavsiye kararları ve gerekli koordinasyonun sağlanması konusundaki görüşlerini Bakanlar Kuruluna bildirir."
Millî Güvenlik Kurulunun gündemi nasıl düzenlenir?,"Millî Güvenlik Kurulunun gündemi, Başbakan ve Genelkurmay Başkanının önerileri dikkate alınarak Cumhurbaşkanınca düzenlenir."
Cumhurbaşkanı katılamadığı zaman Millî Güvenlik Kuruluna kim başkanlık eder?,Cumhurbaşkanı katılamadığı zamanlar Millî Güvenlik Kurulu Başbakanın başkanlığında toplanır.
Millî Güvenlik Kurulu'nun yapısında hangi değişiklikler yapılmıştır?,Millî Güvenlik Kurulu'na başbakan yardımcıları dahil edilmiş ve Adalet Bakanı'nın hukukî açıdan katkı sağlaması amaçlanmıştır.
"Anayasa Komisyonu, 35. maddeyi nasıl değerlendirmiştir?","Anayasa Komisyonu, 35. maddeyi oy birliği ile kabul etmiştir."
Millî Güvenlik Kurulu'nun aldığı kararların niteliği nedir?,Millî Güvenlik Kurulu'nun aldığı kararlar tavsiye niteliğindedir.
Genel Kurul görüşmelerinde 35. madde hangi numara ile ele alınmıştır?,"Genel Kurul görüşmelerinde 35. madde, 32. madde olarak ele alınmıştır."
Millî Güvenlik Kurulu'nun görevleri nelerdir?,"Millî Güvenlik Kurulu, devletin millî güvenlik siyasetinin tayini, tespiti ve uygulanması ile ilgili tavsiye kararlarını ve gerekli koordinasyonu Bakanlar Kuruluna bildirir."
Millî Güvenlik Kurulu kimlerin katılımıyla oluşur?,"Millî Güvenlik Kurulu, Cumhurbaşkanının başkanlığında, Cumhurbaşkanı yardımcıları, Adalet, Millî Savunma, İçişleri, Dışişleri Bakanları, Genelkurmay Başkanı, Kara, Deniz ve Hava kuvvetleri komutanlarından oluşur."
Millî Güvenlik Kurulunun toplantı gündemi nasıl belirlenir?,"Millî Güvenlik Kurulunun gündemi, Cumhurbaşkanı yardımcıları ve Genelkurmay Başkanının önerileri dikkate alınarak Cumhurbaşkanınca düzenlenir."
Cumhurbaşkanı katılamadığında Millî Güvenlik Kuruluna kim başkanlık eder?,"Cumhurbaşkanı katılamadığı zamanlar Millî Güvenlik Kurulu, Cumhurbaşkanı yardımcısının başkanlığında toplanır."
Millî Güvenlik Kurulunun Devletin güvenliği ile ilgili tavsiyeleri kime bildirilir?,"Millî Güvenlik Kurulu, Devletin millî güvenlik siyasetinin tayini, tespiti ve uygulanması ile ilgili alınan tavsiye kararlarını ve gerekli koordinasyonun sağlanması konusundaki görüşlerini Cumhurbaşkanına bildirir."
Millî Güvenlik Kurulu Genel Sekreterliğinin teşkilatı ve görevleri nasıl düzenlenir?,Millî Güvenlik Kurulu Genel Sekreterliğinin teşkilatı ve görevleri Cumhurbaşkanlığı kararnamesiyle düzenlenir.
Anayasa değişikliği teklifinde hangi ibareler değiştirilmiştir?,"118. maddenin birinci fıkrasında 'Başbakan, Genelkurmay Başkanı, Başbakan yardımcıları,' ibaresi 'Cumhurbaşkanı yardımcıları,' olarak değiştirilmiş; 'Kara, Deniz ve Hava Kuvvetleri Komutanları ve Jandarma Genel Komutanından' ibaresi 'Genelkurmay Başkanı, Kara, Deniz ve Hava kuvvetleri komutanlarından' olarak değiştirilmiştir."
Anayasa değişikliğine göre Bakanlar Kurulu hangi ibareyle değiştirilmiştir?,Bakanlar Kurulu ibaresi 'Cumhurbaşkanına' ve 'Bakanlar Kurulunca' ibaresi 'Cumhurbaşkanınca' olarak değiştirilmiştir.
118. maddenin dördüncü fıkrasında hangi değişiklik yapılmıştır?,Dördüncü fıkrada 'Başbakan' ibaresi 'Cumhurbaşkanı yardımcıları' olarak değiştirilmiştir.
Anayasa değişikliğinde hangi ibare Cumhurbaşkanlığı kararnamesiyle değiştirilmiştir?,Altıncı fıkrada 'kanunla' ibaresi 'Cumhurbaşkanlığı kararnamesiyle' olarak değiştirilmiştir.
Anayasa değişikliği teklifinin çerçeve maddesi neden değiştirilmiştir?,"Çerçeve 19'uncu maddesi, teselsül sebebiyle çerçeve 16'ncı madde olarak değişikliklerle birlikte kabul edilmiştir."
Cumhurbaşkanı hangi durumlarda olağanüstü hal ilan edebilir?,"Cumhurbaşkanı; savaş, seferberlik, ayaklanma, vatan veya Cumhuriyete karşı kuvvetli ve eylemli bir kalkışma, ülkenin bölünmezliğini tehlikeye düşüren şiddet hareketlerinin yaygınlaşması, anayasal düzeni veya temel hak ve hürriyetleri ortadan kaldırmaya yönelik şiddet hareketlerinin ortaya çıkması, kamu düzeninin ciddi şekilde bozulması, doğal afet, tehlikeli salgın hastalık veya ağır ekonomik bunalım hallerinde olağanüstü hal ilan edebilir."
Olağanüstü hal ilanı kararı ne zaman ve nasıl yayımlanır?,"Olağanüstü hal ilanı kararı, verildiği gün Resmî Gazetede yayımlanır ve aynı gün Türkiye Büyük Millet Meclisinin onayına sunulur."
Türkiye Büyük Millet Meclisi olağanüstü hal süresini nasıl değiştirebilir?,"Türkiye Büyük Millet Meclisi, olağanüstü halin süresini kısaltabilir, uzatabilir veya olağanüstü hali kaldırabilir."
Olağanüstü hallerde vatandaşlar için hangi yükümlülükler getirilebilir?,"Olağanüstü hallerde vatandaşlar için para, mal ve çalışma yükümlülükleri getirilebilir ve temel hak ve hürriyetler kanunla düzenlenerek sınırlanabilir veya geçici olarak durdurulabilir."
Cumhurbaşkanı olağanüstü hallerde hangi tür kararnameler çıkarabilir?,"Cumhurbaşkanı, olağanüstü halin gerekli kıldığı konularda, Cumhurbaşkanlığı kararnamesi çıkarabilir. Bu kararnameler Resmî Gazetede yayımlanır ve aynı gün Meclis onayına sunulur."
Olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri ne kadar süre içinde TBMM'de görüşülmelidir?,Üç ay içinde Türkiye Büyük Millet Meclisinde görüşülmeli ve karara bağlanmalıdır.
Olağanüstü hallerde çıkarılan Cumhurbaşkanlığı kararnameleri hangi durumda kendiliğinden yürürlükten kalkar?,Üç ay içinde TBMM'de görüşülmez ve karara bağlanmazsa kendiliğinden yürürlükten kalkar.
Hangi durumlarda olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri TBMM'de görüşülmeyebilir?,Savaş ve mücbir sebeplerle Türkiye Büyük Millet Meclisinin toplanamaması hâli hariç.
Olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri hangi organ tarafından karara bağlanır?,Türkiye Büyük Millet Meclisi tarafından karara bağlanır.
Cumhurbaşkanlığı kararnameleri hangi durumda üç ay içinde TBMM'de görüşülmez?,Savaş ve mücbir sebeplerle Türkiye Büyük Millet Meclisinin toplanamaması hâli dışında her durumda görüşülmelidir.
Olağanüstü hal hangi durumlarda ilan edilebilir?,"Tabiî afet, tehlikeli salgın hastalıklar veya ağır ekonomik bunalım hallerinde olağanüstü hal ilan edilebilir."
Olağanüstü hal ilanı süresi ne kadar olabilir?,Olağanüstü hal ilanı süresi altı ayı geçmemek üzere belirlenebilir.
Olağanüstü hal ilanı kararı kim tarafından alınır?,"Olağanüstü hal ilanı kararı, Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu tarafından alınır."
Sıkıyönetim durumu hangi hallerde ilan edilir?,Savaş hali veya içsavaş hali gibi durumlarda sıkıyönetim ilan edilir.
Olağanüstü hallerde hükümete hangi yetki verilir?,"Olağanüstü hallerde hükümete, yasama meclisinin denetimi altında kanun hükmünde kararname çıkartma yetkisi verilir."
Olağanüstü hal ilanı hangi durumlarda yapılabilir?,"Tabiî afet, tehlikeli salgın hastalıklar veya ağır ekonomik bunalım hallerinde olağanüstü hal ilan edilebilir."
Olağanüstü hal ilanı süresi ne kadar olabilir?,Olağanüstü hal ilanı süresi altı ayı geçmemek üzere belirlenebilir.
Olağanüstü hal ilan etme yetkisi kimdedir?,Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu olağanüstü hal ilan etme yetkisine sahiptir.
Madde 119'da hangi kelime değişikliği yapılmıştır?,Danışma Meclisince kabul edilen metinde yer alan 'iktisadî' sözcüğü 'ekonomik' olarak değiştirilmiştir.
Olağanüstü hal ilanı hangi bölgelerde yapılabilir?,Olağanüstü hal ilanı yurdun bir veya birden fazla bölgesinde veya bütününde yapılabilir.
Cumhurbaşkanı hangi durumlarda olağanüstü hal ilan edebilir?,"Cumhurbaşkanı; savaş, savaşı gerektirecek bir durumun başgöstermesi, seferberlik, ayaklanma, vatan veya Cumhuriyete karşı kuvvetli ve eylemli bir kalkışma, ülkenin ve milletin bölünmezliğini tehlikeye düşüren şiddet hareketlerinin yaygınlaşması, anayasal düzeni veya temel hak ve hürriyetleri ortadan kaldırmaya yönelik şiddet hareketlerinin ortaya çıkması, şiddet olayları nedeniyle kamu düzeninin ciddi şekilde bozulması, tabiî afet, tehlikeli salgın hastalık veya ağır ekonomik bunalım hallerinde olağanüstü hal ilan edebilir."
Olağanüstü hal ilanı kararı nasıl yürürlüğe girer?,"Olağanüstü hal ilanı kararı, verildiği gün Resmî Gazetede yayımlanır ve aynı gün Türkiye Büyük Millet Meclisinin onayına sunulur."
Olağanüstü hal süresi ne kadar olabilir ve nasıl uzatılabilir?,Olağanüstü hal süresi altı ayı geçmemek üzere ilan edilebilir. Cumhurbaşkanının talebiyle Türkiye Büyük Millet Meclisi her defasında dört ayı geçmemek üzere süreyi uzatabilir. Savaş hallerinde bu dört aylık süre aranmaz.
Olağanüstü hallerde Cumhurbaşkanının çıkarabileceği kararnameler nasıl düzenlenir?,"Olağanüstü hallerde Cumhurbaşkanı, olağanüstü halin gerekli kıldığı konularda, 104 üncü maddenin onyedinci fıkrasının ikinci cümlesinde belirtilen sınırlamalara tabi olmaksızın Cumhurbaşkanlığı kararnamesi çıkarabilir. Bu kararnameler Resmî Gazetede yayımlanır ve aynı gün Meclis onayına sunulur."
Olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri ne zaman görüşülür?,"Savaş ve mücbir sebeplerle Türkiye Büyük Millet Meclisinin toplanamaması hâli hariç olmak üzere, olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri üç ay içinde Türkiye Büyük Millet Meclisinde görüşülür ve karara bağlanır."
Cumhurbaşkanı hangi durumlarda olağanüstü hal ilan edebilir?,"Cumhurbaşkanı, savaş hali, savaşı gerektirecek bir durumun başgöstermesi, ayaklanma olması, vatan veya Cumhuriyete karşı kuvvetli ve eylemli bir kalkışmanın olması, ülkenin ve milletin bölünmezliğini tehlikeye düşüren şiddet hareketlerinin yaygınlaşması, anayasal düzeni veya temel hak ve hürriyetleri ortadan kaldırmaya yönelik yaygın şiddet hareketlerinin ortaya çıkması, kamu düzeninin ciddi şekilde bozulması, tabiî afet, tehlikeli salgın hastalıklar veya ağır ekonomik bunalım hallerinde olağanüstü hal ilan edebilir."
Olağanüstü hal ilanı kararı alındığında ne yapılır?,Olağanüstü hal ilanı kararı verildiği gün Resmî Gazetede yayımlanır ve aynı gün Türkiye Büyük Millet Meclisinin onayına sunulur.
Türkiye Büyük Millet Meclisi olağanüstü hal süresini nasıl değiştirebilir?,"Türkiye Büyük Millet Meclisi, olağanüstü halin süresini kısaltabilir, uzatabilir veya olağanüstü hali kaldırabilir."
Olağanüstü hallerde Cumhurbaşkanının çıkarabileceği kararnamelerle ilgili süreç nasıldır?,"Olağanüstü hallerde Cumhurbaşkanı, olağanüstü halin gerekli kıldığı konularda Cumhurbaşkanlığı kararnamesi çıkarabilir. Bu kararnameler Resmi Gazetede yayımlanır ve aynı gün Meclis onayına sunulur. Bir ay içinde Mecliste görüşülmezse, kararnameler kendiliğinden yürürlükten kalkar."
Olağanüstü hallerde vatandaşlara getirilecek yükümlülükler nasıl düzenlenir?,"Olağanüstü hallerde vatandaşlar için getirilecek para, mal ve çalışma yükümlülükleri ile temel hak ve hürriyetlerin nasıl sınırlanacağı veya geçici olarak durdurulacağı kanunla düzenlenir."
Olağanüstü hal yönetimi hangi değişiklikle düzenlenmiştir?,"Olağanüstü hal yönetimi, madde 13'ün değiştirilmesiyle tek maddede düzenlenmiştir."
Olağanüstü hal ilan etme yetkisi kime verilmiştir?,"Olağanüstü hal ilan etme yetkisi, yürütme yetkisinden dolayı Cumhurbaşkanına verilmiştir."
OHAL ilanı kararlarının Meclisin onayına sunulmasındaki süre tartışması nasıl çözülmüştür?,OHAL ilanı kararının Meclisin onayına sunulmasındaki süre tartışması 'aynı gün' ibaresi eklenerek çözülmüştür.
Olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnamelerinin Türkiye Büyük Millet Meclisinde görüşülme süresi ne kadar olarak belirlenmiştir?,Olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnamelerinin Türkiye Büyük Millet Meclisinde görüşülme ve karara bağlanma süresi bir aydan üç aya çıkartılmıştır.
Hangi sebeplerle Türkiye Büyük Millet Meclisinin toplanamaması durumunda olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri bir ay içinde görüşülmeyebilir?,Savaş ve mücbir sebeplerle Türkiye Büyük Millet Meclisinin toplanamaması durumunda olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri bir ay içinde görüşülmeyebilir.
Cumhurbaşkanı hangi durumlarda olağanüstü hal ilan edebilir?,"Cumhurbaşkanı; savaş, savaşı gerektirecek bir durumun başgöstermesi, seferberlik, ayaklanma, vatan veya Cumhuriyete karşı kuvvetli ve eylemli bir kalkışma, ülkenin ve milletin bölünmezliğini tehlikeye düşüren şiddet hareketlerinin yaygınlaşması, anayasal düzeni veya temel hak ve hürriyetleri ortadan kaldırmaya yönelik şiddet hareketlerinin ortaya çıkması, şiddet olayları nedeniyle kamu düzeninin ciddi şekilde bozulması, tabiî afet, tehlikeli salgın hastalık veya ağır ekonomik bunalım durumlarında olağanüstü hal ilan edebilir."
Olağanüstü hal ilanı kararı alındığında ne yapılır?,Olağanüstü hal ilanı kararı verildiği gün Resmî Gazetede yayımlanır ve aynı gün Türkiye Büyük Millet Meclisinin onayına sunulur.
Türkiye Büyük Millet Meclisi olağanüstü hal süresini nasıl değiştirebilir?,"Türkiye Büyük Millet Meclisi, gerekli gördüğü takdirde olağanüstü halin süresini kısaltabilir, uzatabilir veya olağanüstü hali kaldırabilir."
Olağanüstü hal sırasında Cumhurbaşkanlığı kararnameleri ne zaman Meclis'te görüşülür?,"Olağanüstü hal sırasında çıkarılan Cumhurbaşkanlığı kararnameleri, savaş ve mücbir sebeplerle Türkiye Büyük Millet Meclisinin toplanamaması hâli hariç, üç ay içinde Meclis'te görüşülür ve karara bağlanır."
Olağanüstü hallerde vatandaşlar için getirilecek yükümlülükler nasıl düzenlenir?,"Olağanüstü hallerde vatandaşlar için getirilecek para, mal ve çalışma yükümlülükleri ile temel hak ve hürriyetlerin nasıl sınırlanacağı veya geçici olarak durdurulacağı, hangi hükümlerinin uygulanacağı ve işlemlerin nasıl yürütüleceği kanunla düzenlenir."
hayır,hayır
Olağanüstü hal hangi durumlarda ilan edilebilir?,Anayasa ile kurulan hür demokrasi düzenini veya temel hak ve hürriyetleri ortadan kaldırmaya yönelik yaygın şiddet hareketlerine ait ciddi belirtilerin ortaya çıkması veya şiddet olayları sebebiyle kamu düzeninin ciddi şekilde bozulması hallerinde olağanüstü hal ilan edilebilir.
Olağanüstü hal ilanı için kimlerin görüşü alınır?,"Olağanüstü hal ilanı için Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu, Millî Güvenlik Kurulunun da görüşünü alır."
Olağanüstü hal süresi ne kadar olabilir?,Olağanüstü hal süresi altı ayı geçmemek üzere ilan edilebilir.
Danışma Meclisinin kabul ettiği metinde olağanüstü hal süresi ne kadardır?,Danışma Meclisinin kabul ettiği metinde olağanüstü hal süresi iki ayı geçmemek üzere ilan edilebilir.
Olağanüstü hal ilanı hangi bölgelerde yapılabilir?,"Olağanüstü hal, yurdun bir veya birden fazla bölgesinde veya bütününde ilan edilebilir."
120. maddenin düzenlenmesinde hangi değişiklikler yapılmıştır?,120. maddeye 'Millî Güvenlik Kurulunun da görüşünü aldıktan sonra' hükmü eklenmiş ve olağanüstü hal ilanı süresi 'iki ayı geçmemek' yerine 'altı ayı geçmemek' şeklinde değiştirilmiştir.
Olağanüstü hal ilanı hangi sebeplerle yapılabilir?,Şiddet olaylarının yaygınlaşması ve kamu düzeninin ciddî şekilde bozulması sebepleriyle olağanüstü hal ilanı yapılabilir.
Olağanüstü hal ilanı süresi ne kadar olabilir?,Olağanüstü hal ilanı süresi altı ayı geçmemek üzere belirlenebilir.
Millî Güvenlik Konseyi görüşmeleri sırasında hangi ibare kabul edilmiştir?,"Millî Güvenlik Konseyi görüşmeleri sırasında 'şiddet olayları sebebiyle kamu düzeninin ciddî şekilde bozulması hallerinde,' ibaresi kabul edilmiştir."
Olağanüstü hal ilanı kararı kim tarafından alınabilir?,"Olağanüstü hal ilanı kararı, Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu tarafından alınabilir."
Türkiye Cumhuriyeti Anayasası'nda olağanüstü hal ilanı ile ilgili hangi madde yürürlükten kaldırılmıştır?,120. madde yürürlükten kaldırılmıştır.
Anayasa değişikliği ile ilgili hangi tarihli ve sayılı kanunla değişiklik yapılmıştır?,21/1/2017 Tarihli ve 6771 Sayılı Kanun’la değişiklik yapılmıştır.
Anayasa değişikliği kanun teklifinin hangi maddesi teselsül sebebiyle çerçeve 16'ncı madde olarak kabul edilmiştir?,"Çerçeve 19’uncu maddesi, teselsül sebebiyle çerçeve 16’ncı madde olarak kabul edilmiştir."
Anayasa değişikliği ile hangi kanunun maddeleri üzerinde değişiklik yapılmıştır?,2709 sayılı Kanunun maddeleri üzerinde değişiklik yapılmıştır.
Anayasa değişikliği ile önerilen hükümet sistemine uyum sağlamak amacıyla ne yapılmaktadır?,"Anayasanın farklı maddelerinde bulunan bazı ibareler değiştirilmekte, bazı maddelere yeni ibareler eklenmekte, bazı maddelerde de bir kısım ibareler metinden çıkarılmaktadır."
hayır,hayır
Olağanüstü hal ilanı kararı nasıl yürürlüğe girer?,"Olağanüstü hal ilanı kararı, Resmî Gazetede yayımlanır ve hemen Türkiye Büyük Millet Meclisinin onayına sunulur."
Türkiye Büyük Millet Meclisi tatildeyse olağanüstü hal kararı nasıl değerlendirilir?,"Türkiye Büyük Millet Meclisi tatildeyse, derhal toplantıya çağrılır."
Olağanüstü hal süresi nasıl uzatılabilir?,"Olağanüstü hal süresi, Bakanlar Kurulunun istemi üzerine, her defasında dört ayı geçmemek üzere uzatılabilir."
Olağanüstü hal süresince hangi organ kanun hükmünde kararnameler çıkarabilir?,"Olağanüstü hal süresince, Cumhurbaşkanının başkanlığında toplanan Bakanlar Kurulu kanun hükmünde kararnameler çıkarabilir."
Olağanüstü hal süresince çıkarılan kararnameler nasıl onaylanır?,"Çıkarılan kararnameler, Resmî Gazetede yayımlanır ve aynı gün Türkiye Büyük Millet Meclisinin onayına sunulur."
Olağanüstü hal süresince Cumhurbaşkanı hangi yetkiye sahiptir?,"Olağanüstü hal süresince Cumhurbaşkanı, Bakanlar Kurulu ile birlikte kanun hükmünde kararnameler çıkarabilir."
Olağanüstü hal kararnameleri nasıl onaylanır?,"Olağanüstü hal kararnameleri, Resmî Gazetede yayımlandıktan sonra aynı gün Türkiye Büyük Millet Meclisinin onayına sunulur."
Türkiye Büyük Millet Meclisi olağanüstü hal süresini nasıl değiştirebilir?,"Türkiye Büyük Millet Meclisi, Bakanlar Kurulunun istemi üzerine, her defasında dört ayı geçmemek üzere olağanüstü hal süresini uzatabilir veya olağanüstü hali kaldırabilir."
Olağanüstü hal süresince temel hak ve hürriyetler nasıl sınırlanabilir?,"Olağanüstü hal süresince temel hak ve hürriyetler, Anayasanın 15. maddesindeki ilkeler doğrultusunda sınırlanabilir veya durdurulabilir."
Danışma Meclisinin kabul ettiği madde hangi değişiklikle 121. madde olarak düzenlenmiştir?,"Danışma Meclisinin kabul ettiği 129. madde, olağanüstü hal ilanı süresi olan altı ay ile uygunluk sağlanması amacıyla 'iki ayı geçmemek' hükmü 'dört ayı geçmemek' şeklinde değiştirilerek 121. madde olarak düzenlenmiştir."
Olağanüstü haller hangi nedenlerle ilan edilebilir?,"Olağanüstü haller ekonomik nedenler, tabiî afetler veya tehlikeli salgın hastalıklar nedeniyle ilan edilebilir."
119. madde uyarınca olağanüstü hallerde vatandaşlar için hangi yükümlülükler getirilebilir?,"Para, mal ve çalışma yükümlülükleri getirilebilir."
Metinde hangi ibare yanlış yorumlanabileceği için değiştirilmiştir?,«Her türü için geçerli olmak üzere» ibaresi yanlış yorumlanabileceği için değiştirilmiştir.
119. madde hangi durumlarda olağanüstü hal ilan edilmesini sağlar?,"Tabiî afetler, tehlikeli salgın hastalıklar ve ekonomik nedenler durumunda olağanüstü hal ilan edilmesini sağlar."
Madde terim birliği sağlamak amacıyla ne yapılmıştır?,Madde terim birliğini sağlamak amacıyla redaksiyona tabi tutulmuştur.
Türkiye Cumhuriyeti Anayasası'nda 21/1/2017 tarihinde hangi madde yürürlükten kaldırılmıştır?,121. madde yürürlükten kaldırılmıştır.
Anayasa değişikliği hangi kanun teklifi ile yapılmıştır?,21/1/2017 Tarihli ve 6771 Sayılı Kanun ile yapılmıştır.
Anayasa Komisyonu hangi çerçeve maddeyi kabul etmiştir?,"Çerçeve 19’uncu maddeyi, teselsül sebebiyle çerçeve 16’ncı madde olarak kabul etmiştir."
Anayasa değişikliği teklifi hangi gerekçeyle yapılmıştır?,Önerilen hükümet sistemine uyum sağlamak amacıyla yapılmıştır.
Anayasa değişikliği teklifinde hangi işlemler yapılmaktadır?,"Bazı ibareler değiştirilmekte, bazı maddelere yeni ibareler eklenmekte ve bazı maddelerdeki ibareler metinden çıkarılmaktadır."
hayır,hayır
Hayır,Hayır
Sıkıyönetim hangi durumlarda ilan edilebilir?,"Anayasanın tanıdığı hür demokrasi düzenini veya temel hak ve hürriyetleri ortadan kaldırmaya yönelen şiddet hareketlerinin yaygınlaşması, savaş hali, ayaklanma veya vatan ve Cumhuriyete karşı kuvvetli bir kalkışma gibi durumlarda sıkıyönetim ilan edilebilir."
Sıkıyönetim ilan etme kararı kim tarafından alınır?,"Sıkıyönetim ilan etme kararı, Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu tarafından alınır."
Sıkıyönetim süresi ne kadar olabilir?,Sıkıyönetim süresi altı ayı aşmamak üzere belirlenebilir ve her defasında dört ayı aşmamak üzere uzatılabilir.
Savaş halinde sıkıyönetim süresi uzatılabilir mi?,"Evet, savaş hallerinde sıkıyönetim süresinin uzatılması için dört aylık süre aranmaz."
Sıkıyönetim komutanları kime bağlı olarak görev yaparlar?,"Sıkıyönetim komutanları, Genelkurmay Başkanlığına bağlı olarak görev yaparlar."
Sıkıyönetim ilan etme yetkisi kime aittir?,"Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu, Millî Güvenlik Kurulunun da görüşünü aldıktan sonra sıkıyönetim ilan edebilir."
Sıkıyönetim süresi ne kadar olabilir?,Sıkıyönetim süresi altı ayı aşmamak üzere ilan edilebilir ve her defasında dört ayı aşmamak üzere uzatılabilir.
Sıkıyönetim kararı alındığında Resmî Gazetede ne yapılır?,Sıkıyönetim kararı derhal Resmî Gazetede yayımlanır.
Sıkıyönetim süresince kolluk kuvvetleri kime bağlı olur?,Sıkıyönetim süresince bütün kolluk kuvvetleri sıkıyönetim komutanının emrine girer.
Sıkıyönetim komutanları hangi kuruma bağlı olarak görev yapar?,Sıkıyönetim komutanları Genelkurmay Başkanlığına bağlı olarak görev yapar.
Sıkıyönetim süresini kim uzatabilir veya kısaltabilir?,Türkiye Büyük Millet Meclisi sıkıyönetim süresini uzatabilir veya kısaltabilir.
Sıkıyönetim süresince hangi kurul kanun hükmünde kararname çıkarabilir?,Cumhurbaşkanının başkanlığında toplanan Bakanlar Kurulu sıkıyönetim süresince kanun hükmünde kararname çıkarabilir.
Sıkıyönetim süresinin uzatılması hangi kuruma bağlıdır?,Sıkıyönetim süresinin uzatılması Türkiye Büyük Millet Meclisinin kararına bağlıdır.
Sıkıyönetim komutanları hangi kuruma bağlı olarak görev yaparlar?,Sıkıyönetim komutanları Genelkurmay Başkanlığına bağlı olarak görev yaparlar.
Savaş hallerinde sıkıyönetim süresi için dört aylık süre aranır mı?,"Hayır, savaş hallerinde dört aylık süre aranmaz."
