soru,cevap
IPA hangi ülkeleri kapsamaktadır?,"IPA, aday statüsündeki ülkeler (İzlanda, Makedonya, Karadağ, Sırbistan ve Türkiye) ve potansiyel aday statüsündeki ülkeleri (Arnavutluk, Bosna-Hersek ve Kosova) kapsamaktadır."
IPA'nın sağladığı mali destek hangi alanları kapsamaktadır?,"IPA, geçiş dönemi ve kurumsal yapılanma desteği yanı sıra çevre, ulaştırma, bölgesel rekabet, insan kaynakları kalkınması ve kırsal kalkınma gibi alanlarda mali destek sağlamaktadır."
IPA'nın temel amacı nedir?,"IPA'nın temel amacı, aday ülkeleri üyelik sonrası yapısal ve uyum fonlarının programlaması, yönetimi ve uygulamasına hazırlamak ve bu sayede AB Mali Yardımlarının daha yüksek derecede tutarlılığı ve koordinasyonu sağlamaktır."
Hangi ülke 2011 yılında yardımlardan faydalanmaya başlamıştır?,"İzlanda, 2011 yılında yardımlardan faydalanmaya başlamıştır."
Hangi ülke en yüksek toplam mali yardımı almıştır?,"Türkiye, 4795 milyon Avro ile en yüksek toplam mali yardımı almıştır."
Geçiş Dönemi Desteği ve Kurumsal Yapılanma bileşeninin yönetiminden hangi bakanlık sorumludur?,Geçiş Dönemi Desteği ve Kurumsal Yapılanma bileşeninin yönetiminden Avrupa Birliği Bakanlığı sorumludur.
Karadağ'ın kişi başına aldığı mali yardım miktarı nedir?,Karadağ'ın kişi başına aldığı mali yardım miktarı 378.2 Avro'dur.
2014-2020 döneminde hangi bakanlık program otoriteliği altında projeler ele alınacaktır?,Çalışma ve Sosyal Güvenlik Bakanlığı program otoriteliği altında projeler ele alınacaktır.
"İstihdam, Eğitim ve Sosyal Politikalar Sektörel Operasyonel Programı taslağı nerede yayımlanmıştır?",ÇSGB internet sitesinde yayımlanmıştır.
Eğitime ilişkin belirlenen üç temel faaliyet alanı nelerdir?,"Eğitim-öğretimin niteliğinin artırılması, herkesin eğitime erişimini sağlayarak beceri düzeyinin ve eğitim kazanımlarının artırılması ve ulusal yeterlilikler sisteminin güçlendirilmesi ve hayat boyu öğrenmenin teşvik edilmesidir."
AB fonlu projelerin hangi aşamalarında AB Delegasyonu'nun ön onayı gerekmektedir?,"İhale dosyalarının hazırlanmasından ihale çıkılmasına, değerlendirme komitesi üyelerinin belirlenmesinden sözleşmelerin imzalanmasına kadar olan aşamalarda AB Delegasyonu'nun ön onayı gerekmektedir."
Ortaöğretim Projesi (OÖP) hangi anlaşma kapsamında başlamıştır?,Hükümetimiz ile Dünya Bankası (IBRD) arasında 22 Şubat 2006 tarihinde imzalanan ikraz anlaşması kapsamında başlamıştır.
Projenin toplam bütçesi ne kadardır?,80 Milyon Avro
Projenin kaynağı nedir?,Dünya Bankası - Kredi
Projenin başlama ve bitiş tarihleri nelerdir?,"Başlama Tarihi: 22 Şubat 2006, Bitiş Tarihi: 30 Nisan 2012"
Projenin genel hedefi nedir?,"Yaşam boyu öğrenmeyi destekleyecek şekilde ortaöğretimin kalitesinin, ekonomik uygunluğunun ve eşitlik düzeyinin artırılması."
Projenin bileşenlerinden biri olan Ortaöğretim Reformu nedir?,"Öğrencilerin yaşantı ve ilgilerine duyarlı, değişim ortamında sorun çözmeyi ve sorunlarla başa çıkmayı önceleyen ortaöğretimin yeniden yapılandırılması kapsamında, yapılandırmacı yaklaşımla hazırlanan ve öğrenciyi merkeze alan 66 dersin öğretim programı geliştirilerek uygulamaya konulmuştur."
Bilişim teknolojileri ekipmanı alımları hangi illerdeki okullara yapılmıştır?,Kalkınmada öncelikli olan 50 ilimizdeki 1629 ortaöğretim okuluna yapılmıştır.
Ulusal Mesleki Bilgi Sistemi (MBS) hangi amaçlarla kurulmuştur?,"Her yaştan bireylerin mesleki rehberlik çalışmalarına erişimini kolaylaştırmak, bu çalışmaları yaygınlaştırmak, MEB, İŞKUR ve diğer kurumlar kapsamında verilen mesleki rehberlik çalışmalarına destek ve eşgüdüm sağlamak ve 13 yaş ve üstü bireylere rehberlik etmek amacıyla kurulmuştur."
Ortaöğretim Projesi kapsamında hangi tür araştırmalar gerçekleştirilmiştir?,"Ortaöğretim programları/modüllerinin değerlendirilmesi, Mesleki Eğitim Girişimleri, 21. yy’da Öğrenci Profili, Ortaöğretimin Süresi Bakımından Değerlendirilmesi, Sektörün Gıda Teknolojisi Alanında Mesleki/Teknik Eğitim Okulları/Kız Meslek Liselerinden Beklentileri gibi araştırmalar gerçekleştirilmiştir."
MEB'in 21. Yüzyıl Öğrenci Profili ile ilgili hangi çalışmalar yapılmıştır?,Bakanlık eğitim politikalarının belirlenmesine ve geliştirilmesine katkı sağlamayı amaçlayan araştırmalar gerçekleştirilmiştir.
Mesleki rehberlik çalışmalarına kimler erişebilir?,13 yaş ve üstü tüm bireyler erişebilir.
"Bakanlık, hangi amaçla web tabanlı performans yönetim sistemi oluşturmuştur?","Öğrencilerin, öğretmenlerin, her düzeydeki yöneticilerin yeterliliklerini ve eğitim kurumlarının standartlarını belirlemek ve performansa dayalı ölçme ve değerlendirmeye geçmek amacıyla oluşturulmuştur."
Mesleki Eğitim Girişimleri ile ne tür bir süreç hızlandırılmak istenmiştir?,Mesleki Eğitim Girişimleri ile ortaöğretim reform sürecinin yerelleşme süreci hızlandırılmak istenmiştir.
Okul Gelişim Programı kapsamında kaç ilçedeki okullara hibe kaynağı sağlanmıştır?,Okul Gelişim Programı kapsamında 60 ilçedeki 3671 okula hibe kaynağı sağlanmıştır.
Mesleki eğitim programlarının kalitesini artırmak için kaç proje teklifi desteklenmiştir?,Mesleki eğitim programlarının kalitesini artırmak için 46 proje teklifi desteklenmiştir.
Projenin değerlendirilmesi amacıyla hangi faaliyetlere yönelik araştırma yapılması planlanmıştır?,"Müfredat reformu, Mesleki Eğitim Girişimleri ve Okul Gelişim Programı faaliyetlerine yönelik üç araştırma yapılması planlanmıştır."
Müfredat Reformu Etki Araştırması ve Mesleki Eğitim Girişimleri Yararlanıcı Araştırması projesi kapsamında bugüne kadar hangi faaliyetler gerçekleştirilmiştir?,"18 çalıştayın yanı sıra; geliştirilen programların tanıtımı, personel kapasitesinin artırılması, yabancı dil öğretmenleri için öğretim yöntem ve teknikleri vb. konularda eğitim faaliyetleri gerçekleştirilmiştir."
Eğitimde Toplumsal Cinsiyet Eşitliğinin Desteklenmesi Projesi'nin uygulama süreci ne zaman başlamıştır?,19/09/2014 tarihinde başlamıştır.
Eğitimde Toplumsal Cinsiyet Eşitliğinin Desteklenmesi Projesi'nin amacı nedir?,"Cinsiyetler arasındaki biyolojik farklılıklara yüklenmiş kültürel ayrıntılar ve anlamların toplumda yol açtığı cinsiyet rolleri arasındaki olumsuz etkileri ortadan kaldırmayı, cinsiyet eşitliğine katkı sağlamayı, okullarda kız ve erkek çocuklar için cinsiyet eşitliğini geliştirmeyi ve cinsiyete duyarlı yaklaşımı tüm eğitim sistemine yerleştirmeyi amaçlamaktadır."
Eğitimde Toplumsal Cinsiyet Eşitliğinin Desteklenmesi Projesi'nin hedef grubu kimlerdir?,"Okul öncesi, ilköğretim ve ortaöğretim seviyesinde bulunan öğrenci, veli, öğretmen ve eğitim öğretim süresinde görev alan tüm personel projenin hedef grubudur."
Eğitimde Toplumsal Cinsiyet Eşitliğinin Desteklenmesi Projesi hangi illerde uygulanacaktır?,"Erzurum, Batman, Samsun, İzmir, Malatya, Mardin, Şanlıurfa, Karaman, Trabzon ve Sivas illerinde uygulanacaktır."
Cinsiyet Eşitliği Güvence Aracı hangi amaçla geliştirildi?,"Cinsiyet Eşitliği Güvence Aracı, okullardaki tüm personel için rehber ve değerlendirme aracı olarak kullanılacak şekilde geliştirilmiştir."
Proje kapsamında hangi eğitim materyalleri gözden geçirilecek?,"İlkokuldan lise son sınıfa kadar tüm öğretim programları, ders kitapları ve eğitim materyalleri gözden geçirilecektir."
Toplumsal cinsiyet eşitliği konusunda hangi tür etkinlikler düzenlenecek?,Toplumsal cinsiyet eşitliği konusunda toplumsal bilincin artırılmasına yönelik medya etkinlikleri ve bölgesel kampanyalar düzenlenecektir.
Geleceğin Kan Bağışçılarının Kazanımı Projesi ne zaman başladı?,Geleceğin Kan Bağışçılarının Kazanımı Projesi 26/02/2014 tarihinde başlamıştır.
Proje kapsamında hangi kurumun kapasitesi geliştirildi?,"Proje kapsamında MEB’in (Milli Eğitim Bakanlığı) kapasitesi, eşitlikçi ve toplumsal cinsiyete duyarlı bir yaklaşımın yaygınlaştırılması konusunda geliştirilmiştir."
Geleceğin Kan Bağışçılarının Kazanımı Projesi'nin amacı nedir?,"Güvenli kanın temin edilmesindeki sorunları gidererek toplum sağlığının iyileştirilmesine katkıda bulunmak ve gönüllü, kazanç beklemeyen kan bağışçılarından güvenli kanın teminini sağlamaktır."
Projenin hedef grubu kimlerden oluşmaktadır?,"İlköğretim ve ortaöğretim kurumlarında okuyan öğrenciler, aileleri, okul yöneticileri, öğretmenleri ile Millî Eğitim Bakanlığı, Sağlık Bakanlığı ve Türk Kızılay’ında çalışan ilgili personelden oluşmaktadır."
Proje hangi kurumlarla iş birliği içinde yürütülmektedir?,"Millî Eğitim Bakanlığı, Sağlık Bakanlığı ve Türk Kızılayı ile iş birliği içinde yürütülmektedir."
Projenin toplam bütçesi nedir ve kaynağı nereden gelmektedir?,"Toplam bütçe 2,5 Milyon Avro olup, %90'ı Avrupa Birliği Hibesi (2.250.000 Avro) ve %10'u Ulusal Katkı (250.000 Avro) olarak sağlanmaktadır."
Proje kapsamında düzenlenen ana faaliyetler nelerdir?,"İlk ve ortaöğretim seviyelerindeki mevcut müfredatın yenilenmesi, kan bağışının önemi kapsamında materyaller geliştirilmesi, SB, MEB ve Türk Kızılayı’nın insan kaynakları kapasitelerinin arttırılması, gönüllü kan bağışçısı kazanımı konusunda bilincin arttırılması, 500 pilot okulda 'Kan Bağışçısı Eğitimi ve Kazanımı' ve ülke çapında 'Basın ve Halkla İlişkiler' kampanyalarının düzenlenmesidir."
Hükûmetimiz ve UNICEF Ülke Programı Eylem Planı hangi yılları kapsıyor?,2011-2015 yıllarını kapsıyor.
Araştırmanın amacı nedir?,"Araştırmanın amacı, ortaöğretimde sınıf tekrarı ve okul terk sebeplerini tespit ederek bu engellerin ortadan kaldırılması ve sorunların çözümüne yönelik politika önerileri geliştirmektir."
Araştırmanın hedef grubu kimlerden oluşmaktadır?,"Araştırmanın hedef grubu, ortaöğretimde sınıf tekrarı yapan ve okulu terk eden öğrenciler, 14-18 yaş grubunda olup örgün eğitim dışında kalan çocuklar, bu çocukların aileleri, öğretmenleri ve okul yöneticileridir."
Araştırmanın süresi ne kadardır?,Araştırmanın süresi 24 aydır.
Araştırma hangi illerde yapılmıştır?,"Araştırma İstanbul, Balıkesir, Afyon, Sakarya, Konya, Kahramanmaraş, Aksaray, Sinop, Gümüşhane, Ağrı, Kars, Muş, Van, Şanlıurfa ve Şırnak illerinde yapılmıştır."
Araştırmanın ana faaliyetleri nelerdir?,"Araştırmanın ana faaliyetleri masa başı çalışması, saha çalışması, MEB ve UNICEF yorumlarının alınması, politika seçeneklerinin geliştirilmesi ve nihai raporun sunulmasıdır."
Araştırmanın beklenen sonuçlarından biri nedir?,"2015 sonuna kadar 14-18 yaş grubundan tüm kız ve erkekler için istihdam olunabilirlik, yaşam becerileri ve katılım fırsatları anlamında kalıcı iyileşmeler sağlanması beklenmektedir."
Saha çalışmaları için belirlenen örneklem grubu kaç kişiden oluşmaktadır?,"Saha çalışmaları için okulu terk eden öğrencilerin örneklem grubu 3600 kişi, sınıf tekrarı yapan öğrencilerin örneklem grubu ise 3696 kişi olarak belirlenmiştir."
Araştırma kapsamında hangi kurumların yorumları alınmıştır?,Araştırma kapsamında MEB ve UNICEF’in yorumları alınmıştır.
Saha araştırması sonucu elde edilen verilerle ne yapılmıştır?,Saha araştırması sonucu elde edilen veriler analiz edilerek ön rapor oluşturulmuş ve iki çalıştay gerçekleştirilmiştir.
Ortaöğretime Uyum Programı hangi iş birliği kapsamında hazırlanmıştır?,"Ortaöğretime Uyum Programı, Hükûmetimiz ve Birleşmiş Milletler Çocuklara Yardım Fonu (UNICEF) iş birliğinde hazırlanan Ülke Programı Eylem Planı (2011-2015) kapsamında hazırlanmıştır."
Ortaöğretime Uyum Programının amacı nedir?,"Ortaöğretime Uyum Programının amacı, 9. sınıf öğrencilerine okulun fiziki, sosyal ve idari birimlerini, kurallarını ve işleyişini tanıtarak, öğrencilerin yeni girdikleri okul ortamına kısa sürede alışmalarını sağlamaktır."
Ortaöğretime Uyum Programının hedef grubu kimlerden oluşmaktadır?,"Ortaöğretime Uyum Programının hedef grubu, ortaöğretim kurumlarındaki 9. sınıf öğrencileri, veliler, rehber öğretmenler ve 9. sınıf derslerine giren öğretmenlerden oluşmaktadır."
Ortaöğretime Uyum Programının gerekçesi nedir?,"Ortaöğretime Uyum Programının gerekçesi, yapılan araştırmalara göre okulu terk etme ve sınıf tekrarı yapma riskinin en yüksek olduğu sınıfın 9. sınıf olmasıdır."
Araştırma kapsamında kaç öğrenciye ölçme aracı uygulanmıştır?,Araştırma kapsamında 2599 sınıf tekrarı yapan öğrenci ve 2574 okulu terk eden öğrenciye ölçme aracı uygulanmıştır.
Okulu terk etme ve sınıf tekrarı yapma nedenlerinden biri nedir?,Okula uyum sağlayamama.
Öğrencilerin okula severek gelmeleri için ne tür bir ortam yaratılması önemlidir?,Olumlu ve güven verici bir ortam.
Ortaöğretime Uyum Programı kimlere uygulanması amaçlanmıştır?,Ortaöğretim kurumlarında eğitim ve öğretime başlayan 9. sınıf öğrencilerine.
Uyum hizmeti neyi amaçlamaktadır?,"Öğrencilere okulu, kurallarını, işleyişini tanıtmak ve yeni girdikleri ortama kısa sürede alışmalarını kolaylaştırmak."
Uyum Programının genel hedeflerinden biri nedir?,"Okulun fiziki, sosyal ve idari birimlerini tanıtmak."
9. sınıfa geçiş neden önemlidir?,"9. sınıfa geçiş, öğrencilerin liseyi bitirip bitirmeyeceklerini belirleyebilecek deneyimler sunduğu için önemlidir."
9. sınıfta düşük not almanın sonuçları nelerdir?,9. sınıfta düşük not alan öğrencilerin okulu terk etme olasılığı yüksektir.
9. sınıf öğrencilerinin en büyük korkuları nelerdir?,"Okulda aradıkları ortamı bulamamak ve dışlanmak, 9. sınıf öğrencilerinin en büyük korkularındandır."
"Lisenin büyüklüğü, 9. sınıf öğrencilerini nasıl etkiler?","Lise ne kadar büyükse, geçiş döneminin 9. sınıflar üzerindeki olumsuz etkisi o kadar büyük olur."
9. sınıf öğrencilerinin akademik ve sosyal kabul hissetmeleri için ne gereklidir?,9. sınıf öğrencilerinin akademik ve sosyal olarak kabul edilmiş hissetmeleri için yaşamlarında onları destekleyen en az bir yetişkine sahip olmaları gerekir.
Uyum Programı Geliştirme Çalıştayı ne zaman düzenlendi?,19–23 Ağustos 2013 tarihleri arasında düzenlendi.
Uyum Programı Geliştirme Çalıştayı'na kaç pilot okul davet edildi?,Çalıştaya 10 ilden 12 lise pilot okul olarak davet edildi.
Uyum Programı Öğretmen Kılavuzu ne zaman oluşturuldu?,Çalıştay sırasında Uyum Programı Öğretmen Kılavuzu oluşturuldu.
Ortaöğretime Uyum Eğitimi Çerçeve Programı ne zaman uygulandı?,11-13 Eylül 2013 tarihleri arasında uygulandı.
Değerlendirme Toplantısı nerede yapıldı?,Antalya’da yapıldı.
Ortaöğretime Uyum Programı Eğitimi hangi tarihler arasında verilmiştir?,12-23 Ağustos 2014 tarihleri arasında verilmiştir.
"Ortaöğretime Uyum Programı kapsamında eğitimi alan öğretmenler, eğitimi ne zaman öğrencilere ve velilere aktarmışlardır?",10-11-12 Eylül 2014 tarihlerinde aktarmışlardır.
Sosyal Etkinlikler Portfolyosu projesinin amacı nedir?,"Öğrencileri bir bütün olarak eğitmek, sorumluluk duygularını geliştirmek ve sosyal-kültürel, sanatsal ve sportif alanlardaki kabiliyetlerini teşvik etmektir."
Sosyal Etkinlikler Portfolyosu projesi hangi illerde uygulanacaktır?,"Aksaray, Aydın, Bolu, Düzce, Kayseri, Rize, Sivas, Trabzon ve Yozgat illerinde uygulanacaktır."
Ortaöğretime Uyum Programı hangi kuruluşlarla iş birliği içinde hazırlanmıştır?,Hükûmetimiz ve Birleşmiş Milletler Çocuklara Yardım Fonu (UNICEF) iş birliği içinde hazırlanmıştır.
Portfolyo taslağı kimlerin katılımıyla hazırlanmıştır?,"Portfolyo taslağı, Avrupa ülkelerinden uzmanların ve Bakanlığın ilgili birimlerinden yetkililerin katılımıyla hazırlanmıştır."
Sosyal Etkinlikler Portfolyosunun verimli kullanımı için ne tür bir etkinlik düzenlenmiştir?,Sosyal Etkinlikler Portfolyosunun verimli kullanımı konularında öğretmen eğitimleri düzenlenmiştir.
Pilot çalışmaların yapılması hangi amaçla gerçekleştirilmiştir?,"Pilot çalışmalar, bu çalışmaların yaygınlaştırılması için belirlenen okullarda yapılmıştır."
Sosyal etkinlikler portfolyosunun kademeler arası geçişte kullanılmasına ilişkin ne tür analizler yapılmıştır?,Sosyal etkinlikler portfolyosunun kademeler arası geçişte kullanılan puanlamaya dâhil edilmesine ilişkin olumlu yönler ve riskler analiz edilmiştir.
Sosyal Etkinlikler Portfolyosu çalıştayları hangi tarihlerde gerçekleştirilmiştir?,Sosyal Etkinlikler Portfolyosu çalıştayları 15-19 Temmuz 2013 ve 26-29 Ağustos 2013 tarihleri arasında gerçekleştirilmiştir.
Bilim Fuarları Destekleme Programı hangi kurum tarafından açılmıştır?,TÜBİTAK tarafından açılmıştır.
Bilim Fuarları hangi eğitim yıllarında gerçekleştirildi?,2012-2013 ve 2013-2014 eğitim ve öğretim yıllarında gerçekleştirildi.
Projenin hedef grubu kimlerden oluşmaktadır?,Ortaokul ve liselerde öğrenim görmekte olan tüm öğrenciler.
Bilim Fuarlarının süresi ne kadardır?,"3 yıl, 2012-2015."
Bilim Fuarları için her okulun bütçesi ne kadardır?,Her okul için 5.000 TL'dir.
Fakülte nedir?,"Yüksek düzeyde eğitim-öğretim, bilimsel araştırma ve yayın yapan; kendisine birimler bağlanabilen yükseköğretim kurumudur."
Yükseköğretim kurumlarında görevli öğretim elemanları kimlerdir?,"Yükseköğretim kurumlarında görevli öğretim üyeleri, öğretim görevlileri ve araştırma görevlileridir."
Study in Türkiye nedir?,"Study in Türkiye, Türkiye Yükseköğretim Sistemi hakkında uluslararası öğrencileri bilgilendirmek için Yükseköğretim Kurulu tarafından kurulmuş bir internet sitesidir."
Bu internet sitesinde neler bulunabilir?,"Bu sitede Türk yükseköğretim sistemi ile ilgili genel bilgilerin yanı sıra burslar, uluslararası öğrencilerin deneyimleri, yaşam şartları, Türk kültürü gibi çeşitli bilgiler bulunmaktadır."
Türkiye Yurt Dışından Öğrenci Kabul Sınavı (TR-YÖS) hangi dillerde yapılmaktadır?,"TR-YÖS, Türkçe, Almanca, Arapça, Fransızca, İngilizce ve Rusça dillerinde yapılmaktadır."
Üniversiteler öğrenim ücretlerini nasıl belirlemektedir?,Üniversiteler her bir fakülte için öğrenim ücretlerini kendileri belirlemektedir.
Vakıf üniversitelerinde öğrenim ücretleri nasıl belirlenir?,"Vakıf üniversitelerinde öğrenim ücretleri, kendi yetkili kurulları tarafından belirlenmektedir."
Yükseköğretim alanında mutabakat zaptı imzalanmasının amacı nedir?,Ülkeler arasındaki iş birlikleri ile akademik ve bilimsel değişimleri organize ederek taraflar için kurumsal bir çerçeve oluşturmayı amaçlamaktadır.
Uluslararasılaşma stratejisine ulaşmak için ne yapılması gerektiği belirtiliyor?,Mevcut ortaklarla ilişkilerin devam ettirilmesinin yanı sıra yeni ortaklıklar inşa etmeye odaklanılmaktadır.
Eğitim neden önemli bir araç olarak tanımlanıyor?,Küresel bir birliğin inşa edilmesinde önemli bir araç olması sebebiyle.
Mutabakat zabıtları hangi alanlarda iş birliği belirlemektedir?,Çeşitli iş birliği alanları belirlenerek yükseköğretim kurumları arasında akademik ve bilimsel değişimleri organize etmektedir.
Yurt dışından alınan yükseköğretim yeterliklerinin tanınması için hangi işlemler gereklidir?,Yurt dışından alınan yükseköğretim yeterliklerinin tanınması için tanıma ve denklik işlemlerinin olumlu sonuçlanması gereklidir.
Diploma denklik süreciyle ilgili aşamalar nerede gösterilmektedir?,Ek 1’de gösterilmektedir.
"Yurt dışında alınmış profesörlük, doçentlik ve doktora unvanlarının denkliği için nereye başvurulması gerekmektedir?",Üniversitelerarası Kurula başvurulması gerekmektedir.
Ortak eğitim öğretim programları nasıl oluşturulabilmektedir?,"Taraflar arasında bir protokol imzalamak suretiyle her düzeyde (önlisans, lisans ve lisansüstü) oluşturulabilmektedir."
"Yükseköğretim Kurulu Başkanlığı, üniversiteleri neye teşvik etmektedir?","Kültürel çeşitliliği benimsemeleri, deneyimlemeleri ve kurumlararası uluslararasılaşma sürecine dâhil olmalarını teşvik etmektedir."
Yeni yönetmelik ile sağlanan başlıca gelişmeler nelerdir?,"Mevcut programlar arası geçiş, çoklu öğrenim dili ve farklı diploma örnekleri, yeni Yönetmelik ile sağlanmıştır."
Erasmus Değişim Programı ne zaman başlamıştır?,Erasmus Değişim Programı 2004 yılından bu yana uygulanmaktadır.
Türkiye ne zaman Bologna Süreci'ne dâhil olmuştur?,2001 yılında.
Türkiye Yeterlilikler Çerçevesi (TYÇ) ne zaman başlatılmıştır?,2014 yılında Mesleki Yeterlilik Kurumu (MYK) tarafından başlatılmıştır.
"Yükseköğretim Kalite Kurulu, yükseköğretim kurumlarının hangi ihtiyaçlarını organize etmektedir?",Kalite güvencesi konusunda yükseköğretim kurumlarının ihtiyaç duyduğu eğitim hizmetlerini organize etmektedir.
2016-2020 yılları arasında Yükseköğretim Kalite Kurulu tarafından kaç yükseköğretim kurumunun dış değerlendirmesi gerçekleştirilmiştir?,173 yükseköğretim kurumunun dış değerlendirmesi gerçekleştirilmiştir.
2020 yılında kurumsal akreditasyon programı kapsamında kaç yükseköğretim kurumu değerlendirilmiştir?,10 yükseköğretim kurumu değerlendirilmiştir.
2020 yılında tam akreditasyon alan yükseköğretim kurumlarının sayısı nedir?,6 yükseköğretim kurumu tam akreditasyon almıştır.
Yükseköğretim Kalite Kurulu tarafından akreditasyon faaliyeti yürütmek üzere kaç ulusal akreditasyon kuruluşu yetkilendirilmiştir?,19 ulusal akreditasyon kuruluşu yetkilendirilmiştir.
Dil Eğitim Programları Değerlendirme ve Akreditasyon Derneği'nin kısaltması nedir?,DEDAK
Mevlana Değişim Programı nedir?,"Mevlana Değişim Programı, hem uluslararası öğrencilere hem de Türk üniversitelerinde eğitim gören öğrencilere yurt dışında eğitim imkânı sunan bir programdır."
YÖK bursu ne zaman başlatılmıştır?,YÖK bursu 2016 yılından itibaren başlatılmıştır.
YUDAB Programı ne zaman hayata geçirilmiştir?,YUDAB Programı ilk defa 2018 yılında hayata geçirilmiştir.
YUDAB Programı kapsamında kimler araştırma yapabilir?,Doktora eğitiminin tez aşamasında olan devlet üniversitelerindeki araştırma görevlileri araştırma yapabilir.
YÖK Türkoloji Bursu kimlere verilmektedir?,"Türk Dili ve Edebiyatı, Türkoloji ve Türk Dili programlarında öğrenim gören ve bulunduğu ülkenin vatandaşı olan lisans öğrencilerine verilmektedir."
YÖK Türkoloji Bursu'nun hedefi nedir?,Yurt dışındaki üniversitelerde bulunan Türkolojileri güçlendirmek ve bu programlara başarılı gençleri çekebilmektir.
"YÖK, Suriyeli öğrencilerin Türk yükseköğretim sistemine entegrasyonu için ne gibi kolaylıklar sağlamıştır?","Yatay geçiş ve denklik işlemlerini kolaylaştırarak, gerekli belgesi olmayanlara özel öğrenci statüsü ve öğrenim ücreti muafiyeti sağlamıştır."
100/2000 YÖK Doktora Bursu Projesinin amacı nedir?,"Projenin amacı, devlet üniversitelerinde uzmanlaşma alanlarına dayanan rekabetçi bir ortam yaratmak, öncelikli alanlarda bilgi üretmek ve bu proje kapsamında üniversiteleri teşvik etmektir."
100/2000 YÖK Doktora Bursu öğrencileri ne kadar süre desteklenmektedir?,100/2000 YÖK Doktora Bursu öğrencileri azami dört yıl desteklenmektedir.
YÖK Destek Bursu hangi alanlarda öğrencilere burs sağlamaktadır?,"YÖK Destek Bursu, Temel Bilimler, Tarım, Ormancılık, Balıkçılık, Maden, Yer Bilimleri, Felsefe ve Veterinerlik alanlarında okuyan öğrencilere burs sağlamaktadır."
Farabi Değişim Programı nedir?,"Farabi Değişim Programı, üniversite ve yüksek teknoloji enstitüleri bünyesinde ön lisans, lisans, yüksek lisans ve doktora düzeyinde eğitim-öğretim yapan yükseköğretim kurumları arasında öğrenci değişim programıdır."
Farabi Değişim Programı'nın amacı nedir?,"Farabi Değişim Programı, öğrencilerin bir veya iki yarıyıl süresince kendi kurumlarının dışında bir yükseköğretim kurumunda eğitim ve öğretim faaliyetlerine devam etmelerini amaçlamaktadır."
Farabi Değişim Programı kapsamında öğrencilere ne tür bir burs ödemesi yapılmaktadır?,Farabi Değişim Programına katılan öğrencilere karşılıksız burs ödemesi yapılmaktadır.
Araştırma Odaklı İhtisaslaşma Programı ne zaman başlatılmıştır?,Ocak 2017'de başlatılmıştır.
Türkiye'de uluslararasılaşma stratejileri için belirlenen pilot üniversitelerden biri hangisidir?,Anadolu Üniversitesi
Eurostudent Projesi Türkiye'ye ne zaman dahil olmuştur?,"Türkiye, Eurostudent Projesi'ne 2007 yılında dahil olmuştur."
Eurostudent Projesi'nin ana hedefi nedir?,"Projenin ana hedefi, Avrupa'daki öğrencilerin sosyo-ekonomik geçmişi, yaşam koşulları ve uluslararası geçici hareketlilikleri hakkında güvenilir veri toplamak ve bu bilgileri analiz etmektir."
Eurostudent Projesi'nin Türkiye'deki yedinci dönemi ne zaman başlamıştır?,Eurostudent Projesi'nin Türkiye'deki yedinci dönemi Haziran 2018'de başlamıştır.
YÖK Atlas nedir?,"YÖK Atlas, yükseköğretimin girdi, süreç ve çıktı göstergelerinden oluşan önemli bir veri ve bilgi kaynağıdır."
YÖK Atlas kimler tarafından kullanılmaktadır?,"YÖK Atlas, akademisyenler, araştırmacılar, yükseköğretimdeki üst düzey yöneticiler, kamu kurumları, öğrenciler ve veliler tarafından kullanılmaktadır."
Ortadoğu'da Akademik Mirası Koruma Projesi kim tarafından yürütülmektedir?,"Proje, Yükseköğretim Kurulu (YÖK) tarafından yürütülmektedir."
"Tum belgelerim tam, diplomamin denklik islemleri icin ne yapmaliyim?",Yurt Disi Yuksekogretim Diplomalari Tanima ve Denklik Yonetmeligi uyarinca basvuru icingereklibelgeler ile basvuru yapmaniz gerekmektedir.
Basvurumu nasil ve nereye yapmaliyim?,Basvurunuzu sahsen veya noter onayli vekiliniz araciligiyla Kurulumuz Tanima ve Denklik Hizmetleri Daire Baskanligina yapmaniz gerekmektedir.
Basvuru evraklarima ek olarak baska belge ibraz etmem gerekiyor mu?,Gecici Koruma Kimlik Belgesi; Egitim bilgilerini iceren Beyan Formu.
Eksik belge ile yapilan basvurularda denklik surecleri nasil ilerlemektedir?,Ozellikle diploma ve transkriptin eksik oldugu basvurularin incelenmesi; Yuksekogretim Kurulu Baskanligi tarafindan belirlenecek universiteler bunyesinde ilgililerin mezun oldugu alanlarda olusturulan Diploma ve Derece Tespit Komisyonlarinca yapilir.
Diploma ve Derece Tespit Komisyonlari hangi universiteler bunyesinde kurulmaktadir?,Diploma ve Derece Tespit Komisyonlari; Tip - Saglik ve diger alanlarda olmak uzere Tanima ve Denklik Hizmetleri Daire Baskanligi tarafindan belirlenecek universiteler bunyesinde olusturulur.
Başvuru sonucuna itiraz edebilir miyim?,Başvuru sonucunun kişiye tebliğ edilmesine müteakip 30 (otuz) gün içerisinde kişi Yükseköğretim Kurulu Başkanlığına yazılı olarak itirazını yapabilir.
