soru,cevap
Su kaynaklarının korunması için hangi tedbirler mevzuatta düzenlenmektedir?,Su kaynaklarının sürdürülebilir yönetimine yönelik tedbirler mevzuatta detaylı olarak düzenlenmektedir.
SUKAP projesinin başlangıç tarihi nedir?,2011 yılında başlamıştır.
Nüfusu 25.000 ve altında olan belediyelere ne kadar hibe sağlanmaktadır?,Proje maliyetinin yarısı kadar hibe sağlanmaktadır.
KÖYDES Projesi kapsamında kaç kişiye içmesuyu sağlanmıştır?,Toplam 16.746.473 kişiye içmesuyu sağlanmıştır.
Gaziantep'te içme suyu için hangi barajın yapımına başlanmıştır?,Düzbağ Barajı'nın yapımına başlanmıştır.
Su yönetiminde etkinliği sağlamak için ne tür planlar tamamlanmıştır?,25 havzanın havza master planları tamamlanmıştır.
Su kullanımının sektörel dağılımı nedir?,"Ortalama olarak %74’lük miktar tarımsal sulama, %13’lük miktar sanayi ve %13’lük miktar evsel kullanım maksatlıdır."
Belediyelerin su kayıp oranlarını ne zamana kadar indirmeleri hedeflenmektedir?,2023 yılına kadar yüzde 25 düzeyine indirmeleri hedeflenmektedir.
Tarımda su kullanımının etkinleştirilmesi için hangi program uygulanmaktadır?,Tarımda Su Kullanımının Etkinleştirilmesi Öncelikli Dönüşüm Programı uygulanmaktadır.
Su kirliliğinin önlenmesi için hangi tür düzenlemeler geliştirilmektedir?,"Yeraltı ve yüzeysel su kaynaklarının kirlenmesinin önlenmesi, korunması ve iyileştirilmesine yönelik yasal düzenleme, politika ve uygulamalar geliştirilmektedir."
Atıksu arıtma tesislerinin çevreye duyarlı bir şekilde işletilmesi için ne tür teşvikler sağlanmaktadır?,Bu tesislerin enerji giderlerinin yüzde 50’sine kadar enerji teşvik ödemesi yapılmaktadır.
Tekstil sektöründe temiz üretim için ne zaman Temiz Üretim Planı onaylanmıştır?,2017 yılında 136 tekstil tesisinde Temiz Üretim Planı onaylanmıştır.
Su kaynaklarının sürdürülebilirliği için hangi kontrol önemlidir?,"Kentsel ve sanayi atık sularının arıtımının, tarımsal ilaç ve gübre kullanımının kontrolü önemini korumaktadır."
2014 yılında su kaynaklarıyla ilgili ne tür çalışmalar tamamlanmıştır?,Tespit edilen 250 madde için Çevresel Kalite Standardı belirlenmiştir.
Su kayıplarıyla mücadele için hangi sistemin uygulanması hedeflenmektedir?,Ceza ve teşvik sistemiyle daha etkin şekilde mücadele edilmesi hedeflenmektedir.
Deniz kirliliğinin izlenmesi için ne tür bir sistemin geliştirilmesi hedeflenmektedir?,Deniz kirliliğin izlenmesi ve denetimi sisteminin geliştirilmesi ve yaptırımların artırılması hedeflenmektedir.
Türkiye'de elektriğe erişim oranı 2010 yılında ne kadardı?,Yüzde 100 olmuştur.
SKA 7'nin gerçekleştirilmesi için ne tür yatırımlara ihtiyaç vardır?,Önemli miktarda yatırım ve finansman ihtiyacı bulunmaktadır.
SKA 7 ile ilgili politikaları belirleyen temel dokümanlar nelerdir?,"Kalkınma Planları, Ulusal Enerji Verimliliği Eylem Planı, Elektrik Enerjisi Piyasası ve Arz Güvenliği Strateji Belgesi gibi dokümanlardır."
Mevcut mevzuatın amacı nedir?,"Uygun fiyatlı, güvenilir ve modern enerjiye erişimin güvence altına alınmasıdır."
Yenilenebilir enerji kaynaklarından elektrik üretimi için ne tür teşvikler bulunmaktadır?,Teşvik edici bir çerçeve sunulmaktadır.
Türkiye'nin enerji sektöründe serbestleşme çalışmaları ne zaman önem kazanmaya başlamıştır?,2000’li yılların başından itibaren enerji sektöründe serbestleşme çalışmaları önem kazanmıştır.
Yenilenebilir enerji kaynaklarından enerji üretimine neden büyük önem verilmektedir?,"Enerji kaynaklarını çeşitlendirmek, ithalata bağımlılığı azaltmak, yerel imalat sanayisini geliştirmek ve sera gazı emisyonlarını azaltmak için yenilenebilir enerji kaynaklarından enerji üretimine büyük önem verilmektedir."
2018 yılında yenilenebilir enerji kaynaklarının elektrik üretimindeki payı ne kadara yükselmiştir?,"2018 yılında yenilenebilir enerji kaynaklarının elektrik üretimindeki payı yüzde 32,5’e yükselmiştir."
Akkuyu Nükleer Santrali'nin inşasına ne zaman başlanmıştır?,Akkuyu Nükleer Santralinin inşasına 2018 yılında başlanmıştır.
Kesintisiz enerjinin sağlanabilmesi için hangi sistemlerin optimizasyonu gerekmektedir?,"Kesintisiz enerjinin sağlanabilmesi arz, talep, iletim, dağıtım ve depolama sistemlerinin optimizasyonunu gerektirmektedir."
Türkiye'de yenilenebilir enerji kaynaklarına yönelik yasal çerçeve ne zaman getirilmiştir?,2005 yılında.
Türkiye'nin yenilenebilir enerji kurulu gücü 2018 yılında ne kadardı?,49.524 MW
ETKB tarafından kaç verimlilik artırıcı projeye destek hibe ödemesi gerçekleştirilmiştir?,ETKB tarafından toplam 210 verimlilik artırıcı projeye 23.1 milyon TL destek hibe ödemesi gerçekleştirilmiştir.
"Tarım ve Orman Bakanlığı, bireysel sulama sistemleri için ne kadar hibe ödemesi yapmıştır?",Tarım ve Orman Bakanlığı 9.093 projeye yaklaşık 200 Milyon TL hibe ödemesi yapmıştır.
Enerji performansı A sınıfı olan konutlar için kredi tutarının teminat olarak alınan konutun değerine oranı ne kadar yükseltilmiştir?,Enerji performansı A sınıfı olan konutlar için oran yüzde 90'a yükseltilmiştir.
Türkiye'de yenilenebilir enerji teknolojilerinin geliştirilmesi için ne tür tesislerin kurulması planlanmaktadır?,Yenilenebilir enerji teknolojilerinin geliştirileceği Ar-Ge tesislerinin kurulması planlanmaktadır.
Enerji verimliliği yüksek bölgesel ısıtma ve soğutma sistemlerinin payının artırılması hedefleniyor mu?,"Evet, enerji verimliliği yüksek bölgesel ısıtma ve soğutma sistemlerinin toplam ısıtma ve soğutma sistemleri içerisindeki payının artırılması hedeflenmektedir."
SKA 8'in ana hedeflerinden biri nedir?,"İstikrarlı, kapsayıcı ve sürdürülebilir ekonomik büyümeyi desteklemek."
Ekonomik büyüme hangi unsurlara bağlıdır?,"Uzun vadeli stratejilere, ülkenin ekonomik yapısına uygun büyüme modellerine ve bu modellere uygun politikalara bağlıdır."
Cari işlemler dengesinde istikrar sağlanmasının faydası nedir?,Dış finansman ihtiyacının azaltılması ve makroekonomik görünümün olumlu etkilenmesidir.
KOBİ'lerde hangi alanların geliştirilmesi hedeflenmektedir?,"Üretimin teknoloji düzeyinin, verimliliğin ve sanayi katma değeri içerisindeki payının artırılması ve finansmana erişiminin kolaylaştırılması."
İnsana yakışır iş fırsatlarının artırılması için hangi kesimlerin istihdamı hedeflenmektedir?,"Başta kadınlar, gençler ve engelliler olmak üzere tüm kırılgan kesimlerin istihdamının artırılması."
Türkiye'de işsizlik sigortasından yararlanma şartları nasıl esnetilmiştir?,"İşsizlik sigortasından yararlanma şartlarının esnetilmesi, işgücü piyasasında güvenceli esnekliğin sağlanması amacıyla gerçekleştirilmiştir."
Türkiye'nin 2000-2018 dönemindeki yıllık ortalama büyüme oranı nedir?,"Yıllık ortalama yüzde 4,9 oranında büyüme kaydedilmiştir."
2018 yılı itibarıyla KOBİ'lerin banka kredilerinin ne kadarını kullandığı belirtilmiştir?,KOBİ'ler banka kredilerinin yüzde 26'sını kullanmaktadır.
Türkiye'nin 2000-2017 döneminde kişi başına GSYH artış hızı dünya ortalamasından nasıl bir performans göstermiştir?,"Türkiye'de bu artış hızı ortalama yüzde 3,01 olarak gerçekleşmiştir."
Küreselleşmenin etkisiyle Türkiye'nin imalat sanayii içindeki sıralaması 2002 ve 2017 yıllarında nasıl değişmiştir?,"2002 yılında dünyada 20'inci, Avrupa'da 10'uncu sıradayken, 2017 yılında dünyada 16'ncı, Avrupa'da ise 6'ncı sıraya yükselmiştir."
İmalat sanayiinde dijital dönüşümün hızlandırılması amacıyla hangi yol haritası yayımlanmıştır?,İmalat Sanayiinde Dijital Dönüşüm Yol Haritası 2018 yılında yayımlanmıştır.
Türkiye'de girişimciliğin geliştirilmesi amacıyla hangi merkezlerde destek sağlanmaktadır?,19 İş Geliştirme Merkezinde (İŞGEM) başlangıç aşamasındaki girişimciler desteklenmektedir.
Türkiye'nin turizm gelirlerinin dünya turizm gelirleri içindeki payı 2017 yılında ne kadardır?,"2017 yılında %2,56'ya yükselmiştir."
2014-2018 döneminde toplam istihdam ne kadar artmıştır?,"Toplam istihdam 25,9 milyondan 28,2 milyona ulaşmıştır."
2018 yılında kadın ve genç işsizlik oranları ne kadardır?,"Kadınlarda %25,3, erkeklerde ise %17,6'dır."
Turkuaz Kart uygulaması ne zaman başlatılmıştır?,Turkuaz Kart uygulaması 2017 yılında başlatılmıştır.
2010 yılında tarım istihdamı ne kadardı?,2010 yılında tarım istihdamı 7.000 bin kişi olarak belirtilmiştir.
Kayıt dışı istihdam oranı 2000 yılında ne kadardı?,"%53,3"
Kadın İstihdamı Eylem Planı'nın amacı nedir?,Kadın istihdamının artırılması için mesleki beceriler kazandırılması ve işe yönlendirilmesi ile kadınların işgücü piyasasına erişim olanaklarının artırılması.
Kurumsal çocuk bakım hizmetleri projesinden kaç anne doğrudan faydalanmıştır?,11.360 anne
2018 yılında okur-yazar olmayan kadınların işgücüne katılma oranı ne kadardı?,"%16,1"
Gençlerin girişimci yönlerini ortaya çıkarmak amacıyla 2018 yılında ne tür bir eğitim düzenlenmiştir?,Uygulamalı Girişimcilik Eğitimi
Çocuk işçiliği ile mücadele için hangi yıl ilan edilmiştir?,2018 yılı Çocuk İşçiliği ile Mücadele Yılı olarak ilan edilmiştir.
İSKEP projesinin amacı nedir?,"İSKEP projesi, dezavantajlı kişilerin iş gücüne erişimini engelleyen sorunların belirlenmesine ve giderilmesine yönelik faaliyetler yürütmeyi amaçlamaktadır."
Engelli kadın ve erkeklerin işgücüne katılım oranları nedir?,"Engelli kadınların işgücüne katılım oranı %12,5, erkeklerin ise %35,4'tür."
Ulusal İş Sağlığı ve Güvenliği Politika Belgesinde belirlenen ana hedeflerden biri nedir?,İş kazası ve meslek hastalığı istatistiklerinin ve kayıt sisteminin geliştirilmesi.
Çocuk İşçiliği ile Mücadele Ulusal Programında öncelikli hedef grupları nelerdir?,"Sokakta çalışma, küçük ve orta ölçekli işletmelerde ağır ve tehlikeli işlerde çalışma, tarımda aile işleri dışında, ücret karşılığı gezici ve geçici tarım işlerinde çalışma."
Türkiye'nin sürdürülebilir kalkınma amaçları kapsamında hangi alanlarda ilerleme sağlanmıştır?,"İşgücü piyasasında önemli ilerlemeler sağlanmış olmakla birlikte, işgücüne katılım, özellikle gençlerde yüksek işsizlik, düşük işgücü niteliği ve kayıt dışı istihdam önemini korumaktadır."
SKA 9'un amacı nedir?,"Dayanıklı altyapılar tesis etmek, kapsayıcı ve sürdürülebilir sanayileşmeyi desteklemek ve yenilikçiliği güçlendirmektir."
Türkiye'nin uluslararası rekabet gücünü artırmak için hangi alanlarda adımlar atılmıştır?,Fiziki altyapı ve yenilikçilik konularında önemli adımlar atılmıştır.
SKA 9 hedeflerine ilişkin politika çerçevesinin ana unsurları nelerdir?,"Toplam Faktör Verimliliği artışı, enerji verimliliği, çevre dostu teknolojilerin yaygınlaştırılması, Ar-Ge harcamalarının artırılması gibi konularda yoğunlaşmaktadır."
KOBİ'lerin finansmana erişimini kolaylaştırmak için ne tür düzenlemeler yapılmıştır?,KOBİ’lerin banka dışı alternatif finansman imkânları da dahil olmak üzere finansmana erişimini kolaylaştırmaya yönelik düzenlemeler yapılmıştır.
Ulaşım modları arasında dengenin sağlanması için hangi önlemler alınmaktadır?,"Karayolu ağırlığının demiryolu ve denizyoluna kaydırılması, farklı taşıma modları arasında entegrasyonun sağlanması gibi önlemler alınmaktadır."
Türkiye'de 2009-2018 döneminde merkezi yönetim sabit sermaye yatırımlarının GSYH içindeki ortalama payı ne kadardır?,Yaklaşık olarak yüzde 4.
2019 Yılı Kamu Yatırım Programında ulaştırma-haberleşme sektörünün payı ne kadardır?,"Yüzde 31,1."
Sürdürülebilir kalkınma amaçları kapsamında hangi üç ana tema ele alınmaktadır?,"Güvenilir, sürdürülebilir ve dayanıklı altyapı; kapsayıcı ve sürdürülebilir sanayileşme; yenilik."
2000-2017 yılları arasında taşıma payı ne kadar artış göstermiştir?,"2000 yılında yüzde 0,1 iken, 2017 yılında yüzde 1,0 olmuştur."
Ulaşım altyapısına yönelik hangi tür taşımacılığa önemli yatırımlar yapılmıştır?,"Karayolu, havayolu, denizyolu ve demiryolu taşımacılığına."
Türkiye'de yolcu taşımacılığının en büyük kısmı hangi ulaşım modu ile gerçekleştirilmektedir?,Karayolu ile gerçekleştirilmektedir.
İstanbul Havalimanı'nın ilk etabı ne zaman hizmete girmiştir?,Nisan 2019'da tam kapasiteyle hizmete girmiştir.
2000-2017 döneminde havayolu taşımacılığının payı ne kadar artmıştır?,"Havayolu taşımacılığının payı yüzde 1 civarından yüzde 9,6 düzeyine ulaşmıştır."
Türkiye'de demiryolu ağı her 100 bin kişi başına ne kadar km düşmektedir?,Her 100 bin kişi başına 13 km demiryolu ağı düşmektedir.
Yeşil Liman Projesi'nin amacı nedir?,Liman tesislerinin işletme standartlarının yükseltilmesi ve çevre duyarlılığının en üst düzeye çıkartılmasıdır.
Toplam faktör verimliliğinin artırılması için hangi sektörlerde projeler yürütülmektedir?,"Otomotiv, gıda, hazır giyim ve elektrikli teçhizat sektörlerinde projeler yürütülmektedir."
2018 itibarıyla KOBİ kredilerinin toplam büyüklüğü ne kadardır?,"KOBİ kredilerinin toplam büyüklüğü 640,4 milyar TL’ye (133 milyar ABD Doları) ulaşmıştır."
Türkiye'de Ar-Ge harcamalarının GSYH içindeki payı 2002 yılında ne kadardı?,"2002 yılında Ar-Ge harcamalarının GSYH içindeki payı yüzde 0,51 idi."
KOBİ'lerin toplam girişim sayısındaki oranı 2014 yılında ne kadardı?,"KOBİ'ler toplam girişim sayısının yüzde 99,8'ini oluşturmuştur."
Hazine Destekli Kefalet Sistemi kapsamında yaratılan kredi hacmi 2017 yılında ne kadara ulaşmıştır?,"2017 yılında Hazine Destekli Kefalet Sistemi kapsamında yaratılan kredi hacmi 218,8 milyar TL’ye (Yaklaşık 60 Milyar ABD Doları) ulaşmıştır."
Türkiye'de sürdürülebilirlik analizi hangi sektörde yapılmıştır?,İmalat sektöründe.
Proje ile hangi kurumlar işbirliği yapmıştır?,Özyeğin Üniversitesi ve TÜSİAD.
Sürdürülebilirlik ölçeğinin bileşenleri nelerdir?,"Çevre, Çalışan Hakları, İnsan Hakları, Kurumsal Sosyal Sorumluluk, Kurumsal Yönetişim ile Ürün ve Tedarik Zinciri."
Türkiye'de mobil genişbant internete erişim oranı 2018'de ne kadardır?,"Yüzde 75,3."
Araştırmanın uzun vadede nasıl devam etmesi planlanmaktadır?,Tüm sektörler için her sene tekrarlanarak.
SKA 10'un amacı nedir?,Ülkeler içinde ve arasında eşitsizlikleri azaltmaktır.
Türkiye'de fırsat eşitliğini sağlamak için hangi alanlarda yasal düzenlemeler mevcuttur?,"İstihdam, eğitim, sağlık, sosyal güvenlik, sosyal yardımlar ve bölgesel farklılıkların giderilmesi gibi alanlarda yasal düzenlemeler bulunmaktadır."
Gini katsayısı 2006 yılında ne kadardı?,"2006 yılında Gini katsayısı 0,428 seviyesindeydi."
Türkiye'de gelir dağılımındaki eşitsizliklerin azaltılması konusunda hangi göstergeler dikkate alınmaktadır?,"Gelir dağılımı, mutlak ve göreli yoksulluk, emeğin GSYH içindeki payı gibi göstergeler dikkate alınmaktadır."
Anayasa'da eşitlik kavramı nasıl güvence altına alınmıştır?,"Anayasa, ayrım gözetilmeksizin herkesin kanun önünde eşit olmalarını güvence altına almıştır."
Gini katsayısı 2006 yılında neydi?,"Gini katsayısı 2006 yılında 0,43'tü."
Türkiye'nin düzensiz göçle mücadele için harcadığı maliyet ne kadardır?,2019 yılı Şubat ayı itibarıyla Türkiye’nin ulusal kaynaklardan göçmenlere sağlamış olduğu yardım ve hizmetlerin yaklaşık maliyeti 37 milyar ABD Doları olarak hesaplanmaktadır.
Türkiye-AB Zirvesi ne zaman gerçekleşmiştir?,18 Mart 2016’da gerçekleşmiştir.
2015 yılında deniz yoluyla Yunanistan’a geçen göçmen sayısı kaçtır?,856.723'tür.
Türkiye hangi uluslararası kuruluşlarla işbirlikleri gerçekleştirmektedir?,"OECD, IMF, Dünya Bankası Grubu, G-20 gibi birçok uluslararası kuruluşla işbirlikleri gerçekleştirmektedir."
"Türkiye, Basel Bankacılık Denetim Komitesi’ne hangi tarihlerde üye olmuştur?","BDDK 25 Mayıs 2009, TCMB ise 1 Temmuz 2009 tarihinde üye olmuştur."
"Finansal Erişim, Finansal Eğitim ve Finansal Tüketicinin Korunması Stratejisi ve Eylem Planı hangi dönemde uygulanmıştır?",2014-2017 döneminde uygulanmıştır.
EAGÜ'lere pazara girişin ötesine geçen tercihli muamele ne zaman bildirilmiştir?,3 Eylül 2015 tarihinde DTÖ’ye bildirilmiştir.
SKA 10’a erişilmesi için hangi politikaların uygulanması hedeflenmektedir?,"Yerel yönetimlerin hizmet sunumunda kırılgan gruplara ilişkin proje sayısının artırılması, STK’ların ve ilgili toplum kesimlerinin politika ve uygulama süreçlerine katılımının artırılması, göçmenlerin uyumunu desteklemek için genel kapsamlı bir uyum eğitim programı oluşturulması hedeflenmektedir."
Alt gelir gruplarının gelirleri üzerindeki vergi yükü ne yapılması planlanmaktadır?,Düşürülmesi planlanmaktadır.
Eğitim ve istihdamda ne güçlendirilmesi hedeflenmektedir?,Fırsat eşitliğinin güçlendirilmesi hedeflenmektedir.
Yerel kalkınmayı destekleyen mekanizmaların amacı nedir?,Bölgeler arası gelişmişlik farklarının azaltılmasıdır.
SKA 11 hedefleri nelerdir?,"SKA 11 hedefleri, şehirleri ve insan yerleşimlerini kapsayıcı, güvenli, dayanıklı ve sürdürülebilir kılmayı amaçlamaktadır."
SKA 11 hedeflerine yönelik hangi politika belgeleri öne çıkmaktadır?,"Bütünleşik Kentsel Gelişme Stratejisi ve Eylem Planı, Ulusal Kırsal Kalkınma Stratejisi, Bilgi Toplumu Stratejisi ve Eylem Planı gibi belgeler öne çıkmaktadır."
Sürdürülebilir şehirler yaklaşımının ana unsurları nelerdir?,"Atık ve emisyon azaltma, enerji, su ve kaynak verimliliği, geri kazanım, gürültü ve görüntü kirliliğinin önlenmesi gibi konularda yoğunlaşmaktadır."
Kentsel dönüşüm projeleri nasıl gerçekleştirilmelidir?,"Kentsel dönüşüm projeleri, farklı gelir gruplarının yaşam alanlarını kaynaştıran, işyeri-konut mesafelerini azaltan ve sosyal bütünleşmeyi destekleyen bir yaklaşımla gerçekleştirilmelidir."
Kentsel alanların oluşturulmasında hangi riskler dikkate alınmalıdır?,Afet risklerinin dikkate alındığı bir planlama süreciyle kentsel alanların ve konut çevrelerinin oluşturulması gerekmektedir.
Türkiye'de kentsel nüfus oranı 2015 yılı itibarıyla ne kadardı?,Yüzde 73'tü.
Toplu Konut İdaresi Başkanlığı (TOKİ) tarafından 2003 yılından itibaren kaç konut inşa edilmiştir?,832 bin konut inşa edilmiştir.
Kentsel dönüşüm uygulamaları hangi alanlarda gerçekleştirilmektedir?,"Afet riskli alanların yenilenmesi, sanayi alanlarının dönüşümü, tarihi alanların canlandırılması ve nitelikli konut projeleri üretimi gibi alanlarda gerçekleştirilmektedir."
2012-2019 yılları arasında kaç adet riskli yapı tespiti yapılmıştır?,188 bin adet riskli yapı tespiti yapılmıştır.
Türkiye'deki afet yönetimi nasıl bir yapı ile yönetilmektedir?,Bütünleşik bir yapı ve farklı strateji belgeleriyle kapsamlı bir çerçevede yönetilmektedir.
AYDES projesinin amacı nedir?,Afet ve acil durumların tüm aşamalarının etkin ve verimli bir şekilde yönetilmesini sağlamaktır.
2019 yılı itibarıyla işletmede olan düzenli depolama tesisi sayısı kaçtır?,88'dir.
Ambalaj atıklarını kaynağında ayrı toplayan belediye sayısı 2019'da kaçtır?,499'dur.
Sıfır Atık Projesi'nin amacı nedir?,"İsrafın önlenmesi, doğal kaynakların verimli kullanılması ve atık oluşumunun minimize edilmesidir."
AFAD Gönüllülük Sistemi ile ne amaçlanmaktadır?,Afet yönetiminin herhangi bir evresinde gönüllü olarak rol almak isteyen kişilerin sürece dâhil edilmesi ve kapasitelerinin artırılmasıdır.
Türkiye'de hava kalitesi izleme istasyonlarının sayısı 2017 yılında ne kadar olmuştur?,2017 yılı itibarıyla hava kalitesi izleme istasyonu sayısı 253'e yükselmiştir.
Bursa Büyükşehir Belediyesi'nin 2015-2020 yılları arasında sunduğu toplam hizmet sayısı nedir?,Toplam 466.283 adet hizmet sunumu gerçekleştirilmiştir.
"Esenler İlçe Belediyesi, engelli vatandaşlar için hangi uygulamaları geliştirmiştir?","Hissedilebilir yürüme alanı, asansörlerin içerisinde sesli uyarı sistemi gibi uygulamalar geliştirilmiştir."
Türkiye'de raylı sistem hatlarının toplam uzunluğu ne kadardır?,Toplam hat uzunluğu 700 km'ye yaklaşmıştır.
Bursa Büyükşehir Belediyesi'nin sağlık hizmetlerinden kaç hasta faydalanmıştır?,15.548 hasta bu hizmetlerden faydalanmıştır.
2017 yılında Türkiye'de kaç adet trafik kazası meydana gelmiştir?,Toplam 1.202.716 adet trafik kazası meydana gelmiştir.
Trafikte Sorumluluk Hareketi Projesi kapsamında kaç servis şoförüne eğitim verilmiştir?,28.000 servis şoförüne eğitim verilmiştir.
Ulusal Akıllı Ulaşım Strateji Belgesi'nin hedefi nedir?,"Güvenli, verimli, çevre dostu, sürdürülebilir ve akıllı bir ulaşım ağına erişilmesini sağlamaktır."
Türkiye'de kaç Kent Konseyi bulunmaktadır?,68 Kent Konseyi bulunmaktadır.
Göbeklitepe Arkeolojik Alanı ne zaman UNESCO Dünya Mirası Listesi'ne kaydedilmiştir?,2018 yılında kaydedilmiştir.
2016 yılında toplam kültür harcamalarının gayrı safi yurt içi hasılaya oranı ne kadardı?,"Yüzde 1,4 olarak gerçekleşmiştir."
TİKA'nın koordinasyonunda yurtdışındaki kültürel mirasın korunmasına yönelik hangi tür çalışmalar yapılmaktadır?,Kayıt altına alınması ve korunmasına yönelik envanter ve restorasyon çalışmaları devam etmektedir.
2011-2020 döneminde hangi proje yürütülmektedir?,Tescilli Kültür Varlıkları Taşınmaz Ulusal Envanter Sistemi Projesi.
Kültürel ve doğal mirasların korunması için hangi tür mevzuat bulunmaktadır?,Gerekli taşınır ve taşınmaz kültür ve tabiat varlıkları ile ilgili hususları tanımlayan kapsamlı mevzuat bulunmaktadır.
Kentsel dönüşüm projeleri hangi unsurlar gözetilerek gerçekleştirilmelidir?,"Sürdürülebilirlik, kapsayıcılık ve sosyal etkiler gözetilerek gerçekleştirilmelidir."
SKA 12'nin amacı nedir?,SKA 12: Sürdürülebilir üretim ve tüketim kalıplarını sağlamaktır.
Sürdürülebilir kalkınma amaçları hangi alanlarda değerlendirilmiştir?,"Kaynakların ve atıkların sürdürülebilir yönetimi, sürdürülebilirlik raporlaması ve sürdürülebilir turizm."
Verimlilik Stratejisi ve Eylem Planı'nın hedefleri nelerdir?,"Yüksek katma değerli, yüksek teknolojili üretime dayalı sanayi yapısına dönüşüm, sürdürülebilir üretim ve temiz üretim yaklaşımlarının hayata geçirilmesi."
Heat-pipe ısı değiştiricisi projesinin amacı nedir?,Enerji tasarrufu sağlamak ve seramik endüstrisinde geri kazanılan enerjiyi kullanmaktır.
Türkiye için Yeşil Organize Sanayi Bölgesi Projesi'nin potansiyel tasarrufları nelerdir?,"Yılda 1,5 milyon MWh enerji, 11,6 milyon metreküp su tasarrufu, 71 bin ton katı/tehlikeli atık azaltımı ve 14 bin tondan fazla kimyasal tüketimi azaltımı."
Endüstriyel Simbiyoz uygulamaları ile ilgili hangi proje yürütülmektedir?,Türkiye için Endüstriyel Simbiyoz Yol Haritası Geliştirilmesi Projesi.
Türkiye'de gıda arz zincirinde en yüksek kayıp oranı nerede görülmektedir?,"Gıda arz zincirinde en yüksek kayıp oranı, zincirin ilk halkası olan tarımsal üretimde görülmektedir."
Sürdürülebilir kalkınma amaçları için hangi politikaların uygulanması hedeflenmektedir?,"Çevresel vergilerin çevresel destek mekanizmalarına aktarılması, sürdürülebilir yatırımlara yönelik finansman mekanizmalarının geliştirilmesi, endüstriyel ölçekte 'Sıfır Atık' çalışmalarının teşvik edilmesi gibi politikalar hedeflenmektedir."
Türkiye iklim değişikliğinden nasıl etkilenmektedir?,"Türkiye, iklim değişikliğinden en fazla etkilenen ülkelerden biridir. Son yıllarda yaşanan kuraklıklar, taşkınlar ve sıra dışı hava olayları bunun en önemli göstergeleridir."
Türkiye'nin 2030 yılına kadar seragazı emisyonlarını azaltma hedefi nedir?,"Türkiye, 2030 yılında seragazı emisyonlarında artıştan yüzde 21 oranına kadar azaltım taahhüdünde bulunmuştur."
Türkiye'nin iklim değişikliği ile mücadele için hangi stratejileri bulunmaktadır?,"Türkiye'nin iklim değişikliği ile mücadele için Ulusal İklim Değişikliği Stratejisi, İklim Değişikliği Eylem Planı, Enerji Verimliliği Strateji Belgesi gibi birçok stratejisi bulunmaktadır."
Türkiye'nin iklim değişikliği ile mücadelede hangi uluslararası destekleri kullanması gerekmektedir?,"Türkiye, yerli finansal kaynakların yanı sıra Yeşil İklim Fonu dâhil olmak üzere finans, teknik, teknoloji ve kapasite geliştirmeye yönelik uluslararası desteklerin kullanılmasının gerekliliğini beyan etmiştir."
Türkiye'nin iklim değişikliği ile mücadelede öncelik verdiği sektörler nelerdir?,"Türkiye, ekosistemler, biyolojik çeşitlilik, su kaynakları, tarım, sanayi, enerji, ulaştırma, yerleşmeler, turizm, ormancılık ve sağlık gibi sosyo-ekonomik sektörlere özel önem vermektedir."
Türkiye'de çevre kirliliğini önleme ve geliştirme ile ilgili hangi mevzuatlar bulunmaktadır?,Başta Anayasa ve Çevre Kanunu olmak üzere yürürlükteki mevzuat çevre kirliliğini önleme ve çevreyi geliştirme hususlarında hükümler getirmektedir.
İklim değişikliğinin Türkiye üzerindeki başlıca etkileri nelerdir?,"Kuraklık, çölleşme, tarımsal verimde düşüş, biyolojik çeşitlilik ve ekosistem hizmetlerinin kaybı, orman yangınlarında ve salgın hastalıklar ile zararlılarda artış olacağı tahmin edilmektedir."
Taşkın Yönetim Planları ne zaman tamamlanması hedeflenmektedir?,2021 yılı sonuna kadar bu planların tüm havzalarda hazırlanması hedeflenmektedir.
Türkiye'nin kişi başına düşen sera gazı emisyonu 2017 yılında ne kadardır?,"2017 yılında Türkiye'nin kişi başına düşen sera gazı emisyonu 6,6 ton/kişi olarak hesaplanmıştır."
"Türkiye, Birleşmiş Milletler İklim Değişikliği Çerçeve Sözleşmesine ne zaman taraf olmuştur?",2004 yılında Birleşmiş Milletler İklim Değişikliği Çerçeve Sözleşmesine taraf olmuştur.
Türkiye'nin 2023 yılına kadar yenilenebilir enerji kaynaklarının elektrik üretimindeki payı ne kadar hedeflenmektedir?,Yüzde 30 seviyesine yükseltilmesi hedeflenmektedir.
Enerji Verimliliği Strateji Belgesi'nde 2023 yılı için enerji yoğunluğunun ne kadar azaltılması hedeflenmiştir?,Yüzde 20 azaltılması hedeflenmiştir.
YEKDEM nedir ve ne amaçla oluşturulmuştur?,"YEKDEM, yenilenebilir enerji kaynaklarına dayalı elektrik üretiminde alım garantili tarife belirlemek amacıyla 2010 yılında oluşturulmuştur."
"Türkiye, iklim değişikliği ile mücadelede hangi uluslararası işbirliklerine katılmaktadır?","Türkiye, çok taraflı kalkınma bankaları, ikili kalkınma kuruluşları, Temiz Teknoloji Fonu ve Küresel Çevre Fonu gibi çeşitli finansman kaynaklarından faydalanmaktadır."
Türkiye'nin iklim değişikliği ile mücadeledeki hedeflerine ulaşması için neye ihtiyaç vardır?,"Finans, teknoloji ve kapasite geliştirmeye yönelik uluslararası desteklerin kullanılmasına ihtiyaç vardır."
